"year"	"mfr"	"nameplate"	"hp"	"torque"	"mpg"	"fuel"	"curbwt"	"d_truck"	"d_super"	"d_turbo"	"d_diesel"	"d_manual"	"outlier"	"accel"	"lmpg"	"lcurbwt"	"lhp"	"ltorque"	"lhp2"	"lcurbwt2"	"ltorque2"	"lcurbwt_lhp"	"lcurbwt_ltorque"	"lhp_ltorque"	"base"	"rgasp"	"cafe_car"	"cafe_tr"	"time_d_manual"
"85"	1987	"GMC"	"CORVETTE"	240	467.799987792969	22.6000003814697	"G"	3216	0	0	0	0	1	0	7.22657823562622	3.11794996261597	8.07589340209961	5.48063898086548	6.14804077148438	30.0374031066895	65.2200546264648	37.7984046936035	44.2610549926758	49.6509208679199	33.6951904296875	1	0	0	0	8
"86"	1988	"GMC"	"CORVETTE"	240	467.799987792969	22.7999992370605	"G"	3269	0	0	0	0	0	0	7.30127668380737	3.12676048278809	8.09223937988281	5.48063898086548	6.14804077148438	30.0374031066895	65.4843368530273	37.7984046936035	44.350643157959	49.7514190673828	33.6951904296875	1	0	0	0	0
"87"	1989	"GMC"	"CORVETTE"	240	467.799987792969	23.3999996185303	"G"	3269	0	0	0	0	0	0	7.30127668380737	3.15273594856262	8.09223937988281	5.48063898086548	6.14804077148438	30.0374031066895	65.4843368530273	37.7984046936035	44.350643157959	49.7514190673828	33.6951904296875	1	0	0	0	0
"88"	1990	"GMC"	"CORVETTE"	245	455.600006103516	22.6000003814697	"G"	3295	0	0	0	0	0	0	7.22702884674072	3.11794996261597	8.1001615524292	5.5012583732605	6.12161540985107	30.263843536377	65.6126174926758	37.4741744995117	44.5610809326172	49.5860748291016	33.676586151123	1	0	0	0	0
"89"	1991	"GMC"	"CORVETTE"	245	461	23.1000003814697	"G"	3223	0	0	0	0	1	0	7.12400960922241	3.13983273506165	8.07806777954102	5.5012583732605	6.13339805603027	30.263843536377	65.2551803588867	37.6185722351074	44.4395370483398	49.5460052490234	33.7414093017578	1	0	0	0	12
"90"	1992	"GMC"	"CORVETTE"	300	447.5	23.2000007629395	"G"	3301	0	0	0	0	1	0	6.20308589935303	3.14415240287781	8.1019811630249	5.70378255844116	6.10367631912231	32.5331344604492	65.6420974731445	37.2548637390137	46.2119369506836	49.4518699645996	34.8140411376953	1	0	0	0	13
"91"	1993	"GMC"	"CORVETTE"	300	461	23.2000007629395	"G"	3359	0	0	0	0	1	0	6.28738784790039	3.14415240287781	8.11939811706543	5.70378255844116	6.13339805603027	32.5331344604492	65.9246292114258	37.6185722351074	46.3112831115723	49.7994995117188	34.983570098877	1	0	0	0	14
"92"	1994	"GMC"	"CORVETTE"	300	461	23.5	"G"	3356	0	0	0	0	1	0	6.28303575515747	3.15700030326843	8.11850547790527	5.70378255844116	6.13339805603027	32.5331344604492	65.9101333618164	37.6185722351074	46.3061904907227	49.7940254211426	34.983570098877	1	0	0	0	15
"93"	1995	"GMC"	"CORVETTE"	300	461	23.5	"G"	3351	0	0	0	0	1	0	6.27577972412109	3.15700030326843	8.11701393127441	5.70378255844116	6.13339805603027	32.5331344604492	65.8859176635742	37.6185722351074	46.2976837158203	49.7848777770996	34.983570098877	1	0	0	0	16
"94"	1996	"GMC"	"CORVETTE"	300	454.299987792969	23.2000007629395	"G"	3307	0	0	0	0	0	0	6.15781688690186	3.14415240287781	8.10379695892334	5.70378255844116	6.11875772476196	32.5331344604492	65.6715240478516	37.4391975402832	46.2222938537598	49.5851707458496	34.9000625610352	1	0	0	0	0
"95"	1997	"GMC"	"CORVETTE"	330	461	23.2999992370605	"G"	3230	0	0	0	0	1	0	5.66513347625732	3.14845323562622	8.08023738861084	5.7990927696228	6.13339805603027	33.6294784545898	65.2902374267578	37.6185722351074	46.8580474853516	49.5593109130859	35.5681457519531	1	0	0	0	18
"96"	1998	"GMC"	"CORVETTE"	345	475	23.2999992370605	"G"	3230	0	0	0	0	1	0	5.47329235076904	3.14845323562622	8.08023738861084	5.84354448318481	6.16331481933594	34.1470108032227	65.2902374267578	37.9864501953125	47.217227935791	49.8010482788086	36.0156059265137	1	0	0	0	19
"97"	1999	"GMC"	"CORVETTE"	345	475	24.7999992370605	"G"	3230	0	0	0	0	1	0	5.47329235076904	3.21084356307983	8.08023738861084	5.84354448318481	6.16331481933594	34.1470108032227	65.2902374267578	37.9864501953125	47.217227935791	49.8010482788086	36.0156059265137	1	0	0	0	20
"98"	2000	"GMC"	"CORVETTE"	345	475	24.8999996185303	"G"	3290	0	0	0	0	1	0	5.55192375183105	3.21486783027649	8.09864330291748	5.84354448318481	6.16331481933594	34.1470108032227	65.588020324707	37.9864501953125	47.3247833251953	49.9144897460938	36.0156059265137	1	0	0	0	21
"99"	2001	"GMC"	"CORVETTE"	350	475	26.1000003814697	"G"	3298	0	0	0	0	1	0	5.5007004737854	3.26193523406982	8.10107135772705	5.85793304443359	6.16331481933594	34.3153800964355	65.6273574829102	37.9864501953125	47.4555320739746	49.9294548034668	36.1042861938477	1	0	0	0	22
"100"	2002	"GMC"	"CORVETTE"	350	475	26.1000003814697	"G"	3298	0	0	0	0	1	0	5.5007004737854	3.26193523406982	8.10107135772705	5.85793304443359	6.16331481933594	34.3153800964355	65.6273574829102	37.9864501953125	47.4555320739746	49.9294548034668	36.1042861938477	1	0	0	0	23
"101"	2003	"GMC"	"CORVETTE"	350	475	26.1000003814697	"G"	3214	0	0	0	0	0	0	5.31571912765503	3.26193523406982	8.07527160644531	5.85793304443359	6.16331481933594	34.3153800964355	65.2100143432617	37.9864501953125	47.3044013977051	49.7704429626465	36.1042861938477	1	0	0	0	0
"102"	2004	"GMC"	"CORVETTE"	350	475	26.1000003814697	"G"	3298	0	0	0	0	1	0	5.5007004737854	3.26193523406982	8.10107135772705	5.85793304443359	6.16331481933594	34.3153800964355	65.6273574829102	37.9864501953125	47.4555320739746	49.9294548034668	36.1042861938477	1	0	0	0	25
"103"	2005	"GMC"	"CORVETTE"	400	475	24.8999996185303	"G"	3298	0	0	0	0	1	0	4.95991516113281	3.21486783027649	8.10107135772705	5.99146461486816	6.16331481933594	35.897647857666	65.6273574829102	37.9864501953125	48.537281036377	49.9294548034668	36.9272842407227	1	0	0	0	26
"104"	2006	"GMC"	"CORVETTE"	400	542	24.8999996185303	"G"	3199	0	0	0	0	1	0	4.84413242340088	3.21486783027649	8.07059383392334	5.99146461486816	6.29526615142822	35.897647857666	65.1344833374023	39.6303749084473	48.354679107666	50.8065376281738	37.7178649902344	1	0	0	0	27
"105"	1980	"GMC"	"GRAND PRIX"	110	257.600006103516	21.7000007629395	"G"	3232	0	0	0	0	0	0	13.5571432113647	3.07731223106384	8.08085632324219	4.70048046112061	5.55140781402588	22.0945167541504	65.3002395629883	30.8181285858154	37.9839057922363	44.8601303100586	26.0942840576172	1	0	0	0	0
"106"	1981	"GMC"	"GRAND PRIX"	105	271.200012207031	26.6000003814697	"D"	3450	0	0	0	1	0	0	14.8337802886963	3.2809112071991	8.1461296081543	4.65396022796631	5.60285663604736	21.6593456268311	66.3594284057617	31.3920021057129	37.9117622375488	45.6415977478027	26.0754718780518	1	0	0	0	0
"107"	1982	"GMC"	"GRAND PRIX"	105	271.200012207031	26.8999996185303	"D"	3450	0	0	0	1	0	0	14.8337802886963	3.29212617874146	8.1461296081543	4.65396022796631	5.60285663604736	21.6593456268311	66.3594284057617	31.3920021057129	37.9117622375488	45.6415977478027	26.0754718780518	1	0	0	0	0
"108"	1983	"GMC"	"GRAND PRIX"	105	271.200012207031	27.1000003814697	"D"	3450	0	0	0	1	0	0	14.8337802886963	3.29953384399414	8.1461296081543	4.65396022796631	5.60285663604736	21.6593456268311	66.3594284057617	31.3920021057129	37.9117622375488	45.6415977478027	26.0754718780518	1	0	0	0	0
"109"	1984	"GMC"	"GRAND PRIX"	105	271.200012207031	27.3999996185303	"D"	3397	0	0	0	1	0	0	14.6500597000122	3.31054306030273	8.13064765930176	4.65396022796631	5.60285663604736	21.6593456268311	66.1074295043945	31.3920021057129	37.8397102355957	45.5548515319824	26.0754718780518	1	0	0	0	0
"110"	1985	"GMC"	"GRAND PRIX"	110	257.600006103516	24.5	"G"	3207	0	0	0	0	0	0	13.4726610183716	3.19867300987244	8.07309150695801	4.70048046112061	5.55140781402588	22.0945167541504	65.1748046875	30.8181285858154	37.9474105834961	44.817024230957	26.0942840576172	1	0	0	0	0
"111"	1986	"GMC"	"GRAND PRIX"	110	257.600006103516	24.2000007629395	"G"	3235	0	0	0	0	0	0	13.5672731399536	3.18635272979736	8.08178424835205	4.70048046112061	5.55140781402588	22.0945167541504	65.3152389526367	30.8181285858154	37.9882698059082	44.8652801513672	26.0942840576172	1	0	0	0	0
"112"	1987	"GMC"	"GRAND PRIX"	140	305.100006103516	25.2000007629395	"G"	3271	0	0	0	0	0	0	11.2732629776001	3.22684407234192	8.09285068511963	4.94164228439331	5.72063970565796	24.419828414917	65.4942321777344	32.7257194519043	39.9919738769531	46.2962837219238	28.2693557739258	1	0	0	0	0
"113"	1988	"GMC"	"GRAND PRIX"	125	224.399993896484	27.2999992370605	"G"	3178	0	0	0	0	0	0	12.0666351318359	3.30688667297363	8.06400775909424	4.82831382751465	5.41343021392822	23.312614440918	65.0282211303711	29.3052272796631	38.9355583190918	43.6539421081543	26.1377391815186	1	0	0	0	0
"114"	1989	"GMC"	"GRAND PRIX"	140	250.899993896484	26.7000007629395	"G"	3182	0	0	0	0	0	0	11.0256814956665	3.28466367721558	8.06526565551758	4.94164228439331	5.52505445480347	24.419828414917	65.0485076904297	30.5262260437012	39.8556594848633	44.5610313415527	27.3028430938721	1	0	0	0	0
"115"	1990	"GMC"	"GRAND PRIX"	180	214.399993896484	27.7000007629395	"G"	3160	0	0	0	0	0	0	8.95609283447266	3.32143235206604	8.05832767486572	5.19295692443848	5.36784362792969	26.9668006896973	64.9366455078125	28.8137454986572	41.846549987793	43.2558441162109	27.8749809265137	1	0	0	0	0
"116"	1991	"GMC"	"GRAND PRIX"	180	216.899993896484	26.2000007629395	"G"	3280	0	0	0	0	0	0	9.22887897491455	3.26575946807861	8.09559917449951	5.19295692443848	5.37943649291992	26.9668006896973	65.5387268066406	28.9383373260498	42.040096282959	43.5497627258301	27.9351825714111	1	0	0	0	0
"117"	1992	"GMC"	"GRAND PRIX"	140	250.800003051758	26.2999992370605	"G"	3266	0	0	0	0	0	0	11.259388923645	3.2695689201355	8.09132099151611	4.94164228439331	5.52465581893921	24.419828414917	65.4694747924805	30.521821975708	39.9844131469727	44.7017631530762	27.3008728027344	1	0	0	0	0
"118"	1993	"GMC"	"GRAND PRIX"	140	250.899993896484	26.5	"G"	3275	0	0	0	0	0	0	11.2843589782715	3.27714467048645	8.09407329559326	4.94164228439331	5.52505445480347	24.419828414917	65.5140228271484	30.5262260437012	39.9980163574219	44.7201957702637	27.3028430938721	1	0	0	0	0
"119"	1994	"GMC"	"GRAND PRIX"	165	250.899993896484	25.5	"G"	3399	0	0	0	0	0	0	10.1865701675415	3.23867845535278	8.13123607635498	5.1059455871582	5.52505445480347	26.0706806182861	66.1169967651367	30.5262260437012	41.517650604248	44.9255218505859	28.2106266021729	1	0	0	0	0
"120"	1995	"GMC"	"GRAND PRIX"	165	250.899993896484	25.5	"G"	3399	0	0	0	0	0	0	10.1865701675415	3.23867845535278	8.13123607635498	5.1059455871582	5.52505445480347	26.0706806182861	66.1169967651367	30.5262260437012	41.517650604248	44.9255218505859	28.2106266021729	1	0	0	0	0
"121"	1996	"GMC"	"GRAND PRIX"	160	250.899993896484	26.5	"G"	3318	0	0	0	0	0	0	10.2412691116333	3.27714467048645	8.10711765289307	5.07517385482788	5.52505445480347	25.7573890686035	65.7253570556641	30.5262260437012	41.1450309753418	44.7922668457031	28.0406112670898	1	0	0	0	0
"122"	1997	"GMC"	"GRAND PRIX"	160	251	26.8999996185303	"G"	3372	0	0	0	0	0	0	10.3752307891846	3.29212617874146	8.12326145172119	5.07517385482788	5.52545309066772	25.7573890686035	65.9873733520508	30.530632019043	41.2269630432129	44.8847007751465	28.0426349639893	1	0	0	0	0
"123"	1998	"GMC"	"GRAND PRIX"	160	251	26.8999996185303	"G"	3372	0	0	0	0	0	0	10.3752307891846	3.29212617874146	8.12326145172119	5.07517385482788	5.52545309066772	25.7573890686035	65.9873733520508	30.530632019043	41.2269630432129	44.8847007751465	28.0426349639893	1	0	0	0	0
"124"	1999	"GMC"	"GRAND PRIX"	160	251	26.8999996185303	"G"	3414	0	0	0	0	0	0	10.479133605957	3.29212617874146	8.13564014434814	5.07517385482788	5.52545309066772	25.7573890686035	66.1886367797852	30.530632019043	41.2897872924805	44.9530982971191	28.0426349639893	1	0	0	0	0
"125"	2000	"GMC"	"GRAND PRIX"	240	380	26.5	"G"	3470	0	1	0	0	0	0	7.66055107116699	3.27714467048645	8.15190982818604	5.48063898086548	5.94017124176025	30.0374031066895	66.4536361694336	35.2856330871582	44.6776733398438	48.4237403869629	32.5559349060059	1	0	0	0	0
"126"	2001	"GMC"	"GRAND PRIX"	175	264	27.3999996185303	"G"	3384	0	0	0	0	0	0	9.68078708648682	3.31054306030273	8.1268138885498	5.16478586196899	5.57594919204712	26.675012588501	66.0451049804688	31.0912094116211	41.9732551574707	45.3147010803223	28.798583984375	1	0	0	0	0
"127"	2002	"GMC"	"GRAND PRIX"	175	264	27.1000003814697	"G"	3384	0	0	0	0	0	0	9.68078708648682	3.29953384399414	8.1268138885498	5.16478586196899	5.57594919204712	26.675012588501	66.0451049804688	31.0912094116211	41.9732551574707	45.3147010803223	28.798583984375	1	0	0	0	0
"128"	2003	"GMC"	"GRAND PRIX"	175	264	27.3999996185303	"G"	3384	0	0	0	0	0	0	9.68078708648682	3.31054306030273	8.1268138885498	5.16478586196899	5.57594919204712	26.675012588501	66.0451049804688	31.0912094116211	41.9732551574707	45.3147010803223	28.798583984375	1	0	0	0	0
"129"	2004	"GMC"	"GRAND PRIX"	200	305	27.2999992370605	"G"	3495	0	0	0	0	0	0	8.92299556732178	3.30688667297363	8.15908908843994	5.29831743240356	5.72031164169312	28.0721683502197	66.5707321166992	32.7219657897949	43.2294425964355	46.6725311279297	30.3080272674561	1	0	0	0	0
"130"	2005	"GMC"	"GRAND PRIX"	200	305	27.2999992370605	"G"	3495	0	0	0	0	0	0	8.92299556732178	3.30688667297363	8.15908908843994	5.29831743240356	5.72031164169312	28.0721683502197	66.5707321166992	32.7219657897949	43.2294425964355	46.6725311279297	30.3080272674561	1	0	0	0	0
"131"	2006	"GMC"	"GRAND PRIX"	200	312	27.5	"G"	3450	0	0	0	0	0	0	8.83039379119873	3.31418609619141	8.1461296081543	5.29831743240356	5.74300336837769	28.0721683502197	66.3594284057617	32.9820861816406	43.1607818603516	46.7832489013672	30.4282550811768	1	0	0	0	0
"132"	1980	"FORD"	"MUSTANG"	88	160	27.7000007629395	"G"	2720	0	0	0	0	1	0	13.811577796936	3.32143235206604	7.90838718414307	4.47733688354492	5.07517385482788	20.0465450286865	62.5425872802734	25.7573890686035	35.4085121154785	40.1364402770996	22.7232627868652	1	0	0	0	1
"133"	1981	"FORD"	"MUSTANG"	86	161.399993896484	26.8999996185303	"G"	2741	0	0	0	0	1	0	14.1439161300659	3.29212617874146	7.91607809066772	4.45434713363647	5.08388566970825	19.8412075042725	62.6642913818359	25.8458938598633	35.2609596252441	40.2444343566895	22.6453914642334	1	0	0	0	2
"134"	1982	"FORD"	"MUSTANG"	86	158.699996948242	25.7999992370605	"G"	2744	0	0	0	0	1	0	14.1559114456177	3.25037455558777	7.91717195510864	4.45434713363647	5.06701564788818	19.8412075042725	62.6816101074219	25.6746482849121	35.2658309936523	40.1164360046387	22.5702457427979	1	0	0	0	3
"135"	1983	"FORD"	"MUSTANG"	86	158.699996948242	29.5	"G"	2744	0	0	0	0	1	0	14.1559114456177	3.38439035415649	7.91717195510864	4.45434713363647	5.06701564788818	19.8412075042725	62.6816101074219	25.6746482849121	35.2658309936523	40.1164360046387	22.5702457427979	1	0	0	0	4
"136"	1984	"FORD"	"MUSTANG"	92	165.399993896484	28.7000007629395	"G"	2764	0	0	0	0	1	0	13.5108575820923	3.3568971157074	7.92443418502808	4.52178859710693	5.10836696624756	20.4465713500977	62.7966575622559	26.0954132080078	35.8326148986816	40.4809188842773	23.0989551544189	1	0	0	0	5
"137"	1985	"FORD"	"MUSTANG"	88	165.399993896484	30	"G"	2764	0	0	0	0	1	0	13.9844169616699	3.40119743347168	7.92443418502808	4.47733688354492	5.10836696624756	20.0465450286865	62.7966575622559	26.0954132080078	35.4803619384766	40.4809188842773	22.8718795776367	1	0	0	0	6
"138"	1986	"FORD"	"MUSTANG"	88	165.399993896484	29.7999992370605	"G"	2773	0	0	0	0	1	0	14.0196952819824	3.39450836181641	7.92768526077271	4.47733688354492	5.10836696624756	20.0465450286865	62.8481941223145	26.0954132080078	35.4949188232422	40.4975242614746	22.8718795776367	1	0	0	0	7
"139"	1987	"FORD"	"MUSTANG"	90	176.300003051758	31.7000007629395	"G"	2774	0	0	0	0	1	0	13.7814855575562	3.45631670951843	7.92804574966431	4.49980974197388	5.17218732833862	20.2482872009277	62.8539085388184	26.751522064209	35.6746978759766	41.0053367614746	23.2738590240479	1	0	0	0	8
"140"	1988	"FORD"	"MUSTANG"	90	175.399993896484	31.2999992370605	"G"	2774	0	0	0	0	1	0	13.7814855575562	3.44361805915833	7.92804574966431	4.49980974197388	5.16706895828247	20.2482872009277	62.8539085388184	26.698600769043	35.6746978759766	40.9647598266602	23.2508277893066	1	0	0	0	9
"141"	1989	"FORD"	"MUSTANG"	90	175.399993896484	29	"G"	2774	0	0	0	0	1	0	13.7814855575562	3.36729574203491	7.92804574966431	4.49980974197388	5.16706895828247	20.2482872009277	62.8539085388184	26.698600769043	35.6746978759766	40.9647598266602	23.2508277893066	1	0	0	0	10
"142"	1990	"FORD"	"MUSTANG"	88	176.899993896484	30.2000007629395	"G"	2809	0	0	0	0	1	0	14.1605463027954	3.40784192085266	7.9405837059021	4.47733688354492	5.17558479309082	20.0465450286865	63.0528678894043	26.786678314209	35.5526695251465	41.0971641540527	23.1728363037109	1	0	0	0	11
"143"	1991	"FORD"	"MUSTANG"	105	183	30.8999996185303	"G"	2759	0	0	0	0	1	0	12.178318977356	3.43075609207153	7.92262363433838	4.65396022796631	5.20948600769043	21.6593456268311	62.7679634094238	27.138744354248	36.8715744018555	41.2727966308594	24.2447414398193	1	0	0	0	12
"144"	1993	"FORD"	"MUSTANG"	105	183.100006103516	29.7000007629395	"G"	2950	0	0	0	0	1	0	12.826756477356	3.39114713668823	7.98956060409546	4.65396022796631	5.21003246307373	21.6593456268311	63.833080291748	27.144437789917	37.1830978393555	41.6258697509766	24.2472839355469	1	0	0	0	14
"145"	1994	"FORD"	"MUSTANG"	145	291.5	27.7000007629395	"G"	3200	0	0	0	0	1	0	10.6379384994507	3.32143235206604	8.0709056854248	4.97673368453979	5.67503976821899	24.7678775787354	65.139518737793	32.2060775756836	40.166748046875	45.8027114868164	28.2431621551514	1	0	0	0	15
"146"	1995	"FORD"	"MUSTANG"	145	291.5	27.7999992370605	"G"	3075	0	0	0	0	1	0	10.3144540786743	3.32503604888916	8.03106021881104	4.97673368453979	5.67503976821899	24.7678775787354	64.4979248046875	32.2060775756836	39.968448638916	45.576587677002	28.2431621551514	1	0	0	0	16
"147"	1996	"FORD"	"MUSTANG"	150	291.5	27.6000003814697	"G"	3065	0	0	0	0	1	0	10.021653175354	3.31781578063965	8.02780246734619	5.01063537597656	5.67503976821899	25.106466293335	64.4456100463867	32.2060775756836	40.2243919372559	45.5580978393555	28.4355545043945	1	0	0	0	17
"148"	1997	"FORD"	"MUSTANG"	150	292	27.1000003814697	"G"	3200	0	0	0	0	0	0	10.4774866104126	3.29953384399414	8.0709056854248	5.01063537597656	5.67675399780273	25.106466293335	65.139518737793	32.2255363464355	40.4403648376465	45.8165473937988	28.4441452026367	1	0	0	0	0
"149"	1998	"FORD"	"MUSTANG"	150	292	27.5	"G"	3075	0	0	0	0	1	0	10.0469846725464	3.31418609619141	8.03106021881104	5.01063537597656	5.67675399780273	25.106466293335	64.4979248046875	32.2255363464355	40.2407150268555	45.5903549194336	28.4441452026367	1	0	0	0	19
"150"	1999	"FORD"	"MUSTANG"	150	292	26.7999992370605	"G"	3075	0	0	0	0	1	0	10.0469846725464	3.28840184211731	8.03106021881104	5.01063537597656	5.67675399780273	25.106466293335	64.4979248046875	32.2255363464355	40.2407150268555	45.5903549194336	28.4441452026367	1	0	0	0	20
"151"	2000	"FORD"	"MUSTANG"	190	298	26.8999996185303	"G"	3119	0	0	0	0	1	0	8.45774078369141	3.29212617874146	8.04526805877686	5.24702405929565	5.69709348678589	27.5312614440918	64.7263412475586	32.4568748474121	42.2137145996094	45.834644317627	29.892786026001	1	0	0	0	21
"152"	2002	"FORD"	"MUSTANG"	190	298	26.8999996185303	"G"	3066	0	0	0	0	1	0	8.34614372253418	3.29212617874146	8.0281286239624	5.24702405929565	5.69709348678589	27.5312614440918	64.4508514404297	32.4568748474121	42.1237831115723	45.7369995117188	29.892786026001	1	0	0	0	23
"153"	2003	"FORD"	"MUSTANG"	190	298	26.8999996185303	"G"	3066	0	0	0	0	1	0	8.34614372253418	3.29212617874146	8.0281286239624	5.24702405929565	5.69709348678589	27.5312614440918	64.4508514404297	32.4568748474121	42.1237831115723	45.7369995117188	29.892786026001	1	0	0	0	24
"154"	2004	"FORD"	"MUSTANG"	190	298	27.1000003814697	"G"	3290	0	0	0	0	1	0	8.81493759155273	3.29953384399414	8.09864330291748	5.24702405929565	5.69709348678589	27.5312614440918	65.588020324707	32.4568748474121	42.4937744140625	46.138729095459	29.892786026001	1	0	0	0	25
"155"	2005	"FORD"	"MUSTANG"	210	325	26.2000007629395	"G"	3300	0	0	0	0	1	0	8.17626285552979	3.26575946807861	8.10167789459229	5.34710741043091	5.78382539749146	28.5915584564209	65.6371841430664	33.45263671875	43.3205413818359	46.8586921691895	30.9267349243164	1	0	0	0	26
"156"	2006	"FORD"	"MUSTANG"	210	344	24.7999992370605	"G"	3371	0	0	0	0	0	0	8.33343601226807	3.21084356307983	8.12296485900879	5.34710741043091	5.84064149856567	28.5915584564209	65.9825592041016	34.113094329834	43.4343643188477	47.4433250427246	31.2305374145508	1	0	0	0	0
"157"	1980	"GMC"	"CORVETTE"	155	325.399993896484	17.8999996185303	"G"	3503	0	0	0	0	0	0	10.9754457473755	2.88480067253113	8.16137504577637	5.0434250831604	5.78505516052246	25.4361362457275	66.608039855957	33.4668617248535	41.1612854003906	47.2140045166016	29.17649269104	1	0	0	0	0
